batch_size,dense1,dense2,dropout,epochs,l2,learning_rate,mean_val_acc,std_val_acc,mean_val_f1_weighted,std_val_f1_weighted,mean_val_f1_macro,std_val_f1_macro,mean_val_f1,std_val_f1,early_stopping,early_stopping_patience,cv_splits,time_sec
16,25,16,0.4,20,0.0,0.001,0.9214340909903648,0.00091512460567682,0.921210731410231,0.000714819969391981,0.932884354382621,0.000603966054285914,0.921210731410231,0.000714819969391981,True,5,3,71.75771594047546
16,25,16,0.4,20,0.0,0.0005,0.9165356742494563,0.005202413287464421,0.9158638513664528,0.005534735569340849,0.9263875238620002,0.00539840357303899,0.9158638513664528,0.005534735569340849,True,5,3,71.92752432823181
16,25,16,0.4,20,0.0001,0.001,0.9202585999638709,0.0009713271999625649,0.9200627159736513,0.0008649574443006025,0.9319232673209313,0.0014640984545599945,0.9200627159736513,0.0008649574443006025,True,5,3,72.77092742919922
16,25,16,0.4,20,0.0001,0.0005,0.9158502062911027,0.002181270007583293,0.9154454035061873,0.0020242056563431685,0.9269559276747996,0.001822790666468868,0.9154454035061873,0.0020242056563431685,True,5,3,73.40691208839417
16,25,16,0.4,40,0.0,0.001,0.9230997202558244,0.0019906671843881374,0.9228915498456732,0.0020927668135145416,0.9338700143006009,0.0015289531597598397,0.9228915498456732,0.0020927668135145416,True,5,3,117.75677061080933
16,25,16,0.4,40,0.0,0.0005,0.9226094668460337,0.0018277326986981452,0.9222912691700825,0.0018297782774101437,0.9337514382772486,0.0016891701856270264,0.9222912691700825,0.0018297782774101437,True,5,3,137.9048204421997
16,25,16,0.4,40,0.0001,0.001,0.9212383869657952,0.0029446059829683186,0.9213997533124761,0.0029875618959130414,0.9329475662112126,0.0030736226595804764,0.9213997533124761,0.0029875618959130414,True,5,3,124.21137022972107
16,25,16,0.4,40,0.0001,0.0005,0.9225116580228083,0.00296391275310509,0.9224103312391755,0.0028925839613769453,0.933019486062379,0.0035911195238932827,0.9224103312391755,0.0028925839613769453,True,5,3,138.8839521408081
16,25,32,0.0,20,0.0,0.001,0.9274100171783045,0.0014915738900327033,0.9275063952081856,0.0013861912601356105,0.9385325072716438,0.0005842111318716527,0.9275063952081856,0.0013861912601356105,True,5,3,69.19814729690552
16,25,32,0.0,20,0.0,0.0005,0.9272143131537348,0.002792530172563333,0.9272736558477437,0.002709017610102076,0.9381387206090612,0.002018826891853362,0.9272736558477437,0.002709017610102076,True,5,3,69.51628565788269
16,25,32,0.0,20,0.0001,0.001,0.9267245204272446,0.002771319511005124,0.9267691532652765,0.0026837632126279314,0.9372350025980456,0.002201767772277046,0.9267691532652765,0.0026837632126279314,True,5,3,69.76226854324341
16,25,32,0.0,20,0.0001,0.0005,0.9277040770875186,0.0023538249510238014,0.9277731496229676,0.0023608809902448897,0.93834707563666,0.001277775984794777,0.9277731496229676,0.0023608809902448897,True,5,3,69.45564818382263
16,25,32,0.0,40,0.0,0.001,0.9253531238272371,0.0033494894045837044,0.9254939948404957,0.0032171156391092954,0.9359954672530839,0.002227358209044348,0.9254939948404957,0.0032171156391092954,True,5,3,110.89293718338013
16,25,32,0.0,40,0.0,0.0005,0.9279000690391511,0.002923121378167007,0.9279761670530187,0.0028920803071623732,0.9389689717944029,0.0019286548565347504,0.9279761670530187,0.0028920803071623732,True,5,3,128.17819905281067
16,25,32,0.0,40,0.0001,0.001,0.9285855369975047,0.001657469417161967,0.9285802195241519,0.0016011770149948193,0.9388408630755519,0.0011309731978880252,0.9285802195241519,0.0016011770149948193,True,5,3,116.4045763015747
16,25,32,0.0,40,0.0001,0.0005,0.9292713792610399,0.0016933622731418498,0.9292701049889821,0.0016787479522076944,0.9397160145189529,0.0012953562082773527,0.9292701049889821,0.0016787479522076944,True,5,3,128.10719633102417
16,25,32,0.4,20,0.0,0.001,0.9230996338777055,0.0019500800170564523,0.9229855000516188,0.001855449375349761,0.9347996726792092,0.0019236337324088906,0.9229855000516188,0.001855449375349761,True,5,3,72.73275971412659
16,25,32,0.4,20,0.0,0.0005,0.9195729016638672,0.0016843661456323604,0.9194930116201633,0.0019038704716784582,0.9315094090786252,0.002680983230569,0.9194930116201633,0.0019038704716784582,True,5,3,72.54659152030945
16,25,32,0.4,20,0.0001,0.001,0.9224141371266458,0.0024947742935935977,0.9224424659610685,0.0025094453633184763,0.9346270862217748,0.0016052882714194482,0.9224424659610685,0.0025094453633184763,True,5,3,72.92306160926819
16,25,32,0.4,20,0.0001,0.0005,0.919474920084404,0.0004799983764590513,0.9194490761859534,0.0006366122392974039,0.9318590328479388,0.0007795692719125806,0.9194490761859534,0.0006366122392974039,True,5,3,72.85459113121033
16,25,32,0.4,40,0.0,0.001,0.9228057179320226,0.0007250416818108364,0.9228410250922395,0.0007727211876680277,0.9342902871858169,0.0005431180651020521,0.9228410250922395,0.0007727211876680277,True,5,3,94.5579023361206
16,25,32,0.4,40,0.0,0.0005,0.9206506702452545,0.00269817710171854,0.9207369555363472,0.0024419554056625903,0.9331395533877852,0.0011431772875573345,0.9207369555363472,0.0024419554056625903,True,5,3,130.22162008285522
16,25,32,0.4,40,0.0001,0.001,0.9214341485757774,0.004081620481714276,0.9215299010451513,0.003993894673816272,0.9331286502323746,0.0034864468830778966,0.9215299010451513,0.003993894673816272,True,5,3,111.7116322517395
16,25,32,0.4,40,0.0001,0.0005,0.923295424280394,0.0018127193193941092,0.9232380399945538,0.001910031355673499,0.9349173604480265,0.0014295482809195549,0.9232380399945538,0.001910031355673499,True,5,3,127.80492162704468
16,40,8,0.0,20,0.0,0.001,0.9271164467450969,0.0034513071423192313,0.927144505159072,0.003388941408689553,0.9377780606618779,0.002386334326668412,0.927144505159072,0.003388941408689553,True,5,3,69.35729479789734
16,40,8,0.0,20,0.0,0.0005,0.9245690696425887,0.0008333184145590134,0.9245717389670288,0.0007803449087270606,0.9361905287467063,0.000886184925627886,0.9245717389670288,0.0007803449087270606,True,5,3,69.36500453948975
16,40,8,0.0,20,0.0001,0.001,0.9271161588180341,0.0015655578937686402,0.9271631004240701,0.0014800016986653433,0.9376095947284578,0.0005101991369236863,0.9271631004240701,0.0014800016986653433,True,5,3,70.1746997833252
16,40,8,0.0,20,0.0001,0.0005,0.9260386781637094,0.0022717536528366303,0.9260939697948479,0.0022555088489878894,0.937054353807978,0.00162767808719193,0.9260939697948479,0.0022555088489878894,True,5,3,70.03195452690125
16,40,8,0.0,40,0.0,0.001,0.9281940137775404,0.0031858249572269625,0.9282794799681903,0.0031336069713748032,0.9380618006376901,0.0030022207561884056,0.9282794799681903,0.0031336069713748032,True,5,3,120.34273314476013
16,40,8,0.0,40,0.0,0.0005,0.9279980506186143,0.0029876491437534317,0.9280781222137845,0.0030059677272074024,0.938810742342751,0.002147942503189306,0.9280781222137845,0.0030059677272074024,True,5,3,131.7435004711151
16,40,8,0.0,40,0.0001,0.001,0.9298594127013495,0.0035283172248046046,0.9299523203180716,0.0034210034299966383,0.9402586129212572,0.002226638779048454,0.9299523203180716,0.0034210034299966383,True,5,3,131.57644057273865
16,40,8,0.0,40,0.0001,0.0005,0.9271160148545027,0.0010976610292356703,0.9271180334672389,0.0011926044208555712,0.9377770962980384,0.0011744446879251979,0.9271180334672389,0.0011926044208555712,True,5,3,131.30198693275452
16,40,8,0.4,20,0.0,0.001,0.922120134802844,0.0017201393791810497,0.9216253489492705,0.001946897687642133,0.9328506597511019,0.0014376371646690768,0.9216253489492705,0.001946897687642133,True,5,3,73.05795645713806
16,40,8,0.4,20,0.0,0.0005,0.9119323251624816,0.005569739769123202,0.9111644349194586,0.0061758740326787655,0.9240239554356577,0.004315246015402945,0.9111644349194586,0.0061758740326787655,True,5,3,72.64454650878906
16,40,8,0.4,20,0.0001,0.001,0.9204545055373844,0.0028935929795574477,0.9200996873004339,0.002980024394884151,0.9302828885672282,0.0038607160376348346,0.9200996873004339,0.002980024394884151,True,5,3,73.83008599281311
16,40,8,0.4,20,0.0001,0.0005,0.9110497135442445,0.003998846336428834,0.9102789648810018,0.004269767078632233,0.9231610903506614,0.005245375018888375,0.9102789648810018,0.004269767078632233,True,5,3,73.54564690589905
16,40,8,0.4,40,0.0,0.001,0.9247648024598645,0.002135689663639769,0.9246895340968315,0.002051177796908767,0.9357764692013061,0.0007553270073219981,0.9246895340968315,0.002051177796908767,True,5,3,133.78830337524414
16,40,8,0.4,40,0.0,0.0005,0.9212383869657952,0.0029446059829683186,0.9210495718938222,0.0032895881537440995,0.9325649576824607,0.0034266902441294532,0.9210495718938222,0.0032895881537440995,True,5,3,137.5416603088379
16,40,8,0.4,40,0.0001,0.001,0.9230996338777055,0.0015185622533532902,0.9230059504236906,0.001326598305985972,0.9341215053352947,0.0008155347631106473,0.9230059504236906,0.001326598305985972,True,5,3,118.94050002098083
16,40,8,0.4,40,0.0001,0.0005,0.9218260461009233,0.001097529234421478,0.921670961296206,0.0015033360377729897,0.9326288160903653,0.0017241690956975955,0.921670961296206,0.0015033360377729897,True,5,3,160.97870326042175
16,40,16,0.0,20,0.0,0.001,0.9270184075802211,0.003362625698028109,0.92710090045541,0.0032601058116366833,0.9382147896653213,0.0022233110855796774,0.92710090045541,0.0032601058116366833,True,5,3,97.95547366142273
16,40,16,0.0,20,0.0,0.0005,0.9268224156285889,0.002353706827178946,0.9268755199617592,0.0022515033773859534,0.9383230400414702,0.001386201822078727,0.9268755199617592,0.0022515033773859534,True,5,3,101.35423803329468
16,40,16,0.0,20,0.0001,0.001,0.9277040482948125,0.0020682827001263734,0.9277538832980067,0.001954277832039368,0.9386580132858975,0.00126713231906652,0.9277538832980067,0.001954277832039368,True,5,3,99.7568621635437
16,40,16,0.0,20,0.0001,0.0005,0.9261366021577601,0.0018231820804852335,0.9262167692141832,0.0017814208175681184,0.937355168659144,0.0011558335502711106,0.9262167692141832,0.0017814208175681184,True,5,3,87.38224053382874
16,40,16,0.0,40,0.0,0.001,0.9284877857596919,0.002534256543121755,0.9284973276918621,0.002472519062632944,0.9392016771432462,0.0015816242624062096,0.9284973276918621,0.002472519062632944,True,5,3,128.9781310558319
16,40,16,0.0,40,0.0,0.0005,0.9281939273994215,0.003422693598332233,0.928241764741283,0.003418956779358733,0.9386957439074178,0.00259352897933472,0.928241764741283,0.003418956779358733,True,5,3,163.9734845161438
16,40,16,0.0,40,0.0001,0.001,0.92613683249941,0.003403404774608918,0.9262671183215888,0.003338981143615438,0.9366845256833919,0.002695137262263046,0.9262671183215888,0.003338981143615438,True,5,3,132.4703164100647
16,40,16,0.0,40,0.0001,0.0005,0.9282917938080594,0.002041274465733852,0.9283163211557048,0.002015864213494578,0.9388113957051768,0.001822063329818918,0.9283163211557048,0.002015864213494578,True,5,3,171.31246852874756
16,40,16,0.4,20,0.0,0.001,0.9249607368260845,0.0022320018725921387,0.9247281166092556,0.0020609640563426894,0.9354597245721291,0.0019374173726359831,0.9247281166092556,0.0020609640563426894,True,5,3,95.07050204277039
16,40,16,0.4,20,0.0,0.0005,0.9213360806181955,0.0029059004004181824,0.920942830991501,0.0030358865414335423,0.9319709899679097,0.0026774693647754464,0.920942830991501,0.0030358865414335423,True,5,3,94.83268022537231
16,40,16,0.4,20,0.0001,0.001,0.9223157812420011,0.0023071866016991377,0.921990381599688,0.002477787262262155,0.9329032768030454,0.002097922585267423,0.921990381599688,0.002477787262262155,True,5,3,96.46141576766968
16,40,16,0.4,20,0.0001,0.0005,0.9180055131122272,0.0010974343438672897,0.9176038803767473,0.001346319596731448,0.9299513394856701,0.0015623886746240238,0.9176038803767473,0.001346319596731448,True,5,3,94.5155827999115
16,40,16,0.4,40,0.0,0.001,0.9243729913128375,0.0011371508945253418,0.9244611930362451,0.0008668190456310111,0.9363997655048539,0.0010744751225451761,0.9244611930362451,0.0008668190456310111,True,5,3,144.99464297294617
16,40,16,0.4,40,0.0,0.0005,0.925744387912845,0.0022336146976378265,0.9256964124339536,0.002365785627943796,0.9366278511089048,0.0021559875954518417,0.9256964124339536,0.002365785627943796,True,5,3,180.95194458961487
16,40,16,0.4,40,0.0001,0.001,0.9236872354274211,0.0009750610832481521,0.9237276651399057,0.0012171974585522814,0.9358327088860899,0.0011525920366590968,0.9237276651399057,0.0012171974585522814,True,5,3,137.59204387664795
16,40,16,0.4,40,0.0001,0.0005,0.9247649752161022,0.001455093302134676,0.9246335911296394,0.0017788415533382747,0.9364813099727027,0.0012645210642875703,0.9246335911296394,0.0017788415533382747,True,5,3,182.90771675109863
16,40,32,0.0,20,0.0,0.001,0.9267247219761886,0.004351790905087108,0.9268502795844155,0.004258379061396279,0.9374429555251685,0.003024827155726967,0.9268502795844155,0.004258379061396279,True,5,3,83.59425520896912
16,40,32,0.0,20,0.0,0.0005,0.928683748918618,0.0032500123357257805,0.9287624172069705,0.003264454711894536,0.9391643478343341,0.0023891610188780804,0.9287624172069705,0.003264454711894536,True,5,3,89.07273125648499
16,40,32,0.0,20,0.0001,0.001,0.9263326516948048,0.0028836956320931945,0.926387008664885,0.002785710234904123,0.9371118179187906,0.0019806225612072543,0.926387008664885,0.002785710234904123,True,5,3,88.52598762512207
16,40,32,0.0,20,0.0001,0.0005,0.9270182060312773,0.0015528127663410104,0.9270508716225286,0.0015525536782807715,0.9379391341106714,0.001318038042399911,0.9270508716225286,0.0015525536782807715,True,5,3,91.61316180229187
16,40,32,0.0,40,0.0,0.001,0.9292713792610399,0.0016933622731418498,0.9292940081785975,0.001626238418819164,0.939319150926946,0.0009347063189896482,0.9292940081785975,0.001626238418819164,True,5,3,140.37962102890015
16,40,32,0.0,40,0.0,0.0005,0.9287815577418433,0.0016765962342150398,0.9287970706292367,0.001609125347288181,0.9393880022661447,0.0014686410529221553,0.9287970706292367,0.001609125347288181,True,5,3,170.33730006217957
16,40,32,0.0,40,0.0001,0.001,0.9282919089788845,0.002997920090388543,0.9282810060044345,0.002863359874781713,0.9388137112403522,0.002363017276414017,0.9282810060044345,0.002863359874781713,True,5,3,149.31747674942017
16,40,32,0.0,40,0.0001,0.0005,0.9278998099047945,0.0009605776832261547,0.9279307678329703,0.0009194298095824059,0.9387711452655775,0.00044774119933121834,0.9279307678329703,0.0009194298095824059,True,5,3,169.2269172668457
16,40,32,0.4,20,0.0,0.001,0.9256466654677383,0.0018694722409472158,0.9254059985647132,0.0019450319024985057,0.9370911064103589,0.0016339994851884932,0.9254059985647132,0.0019450319024985057,True,5,3,93.2306616306305
16,40,32,0.4,20,0.0,0.0005,0.9231975002863435,0.0006026949292360509,0.9230529533075713,0.0004321101631773283,0.9342618601076781,0.0011679924522551757,0.9230529533075713,0.0004321101631773283,True,5,3,92.9824731349945
16,40,32,0.4,20,0.0001,0.001,0.9259403510717711,0.0007288137793377727,0.9258335327688615,0.0007326491544192988,0.9372074519014002,0.0003324217957890747,0.9258335327688615,0.0007326491544192988,True,5,3,92.82181811332703
16,40,32,0.4,20,0.0001,0.0005,0.9202587727201085,0.0020062638265711916,0.9201865083989519,0.001808071004582087,0.9323005223845492,0.000404686515641727,0.9201865083989519,0.001808071004582087,True,5,3,92.95514965057373
16,40,32,0.4,40,0.0,0.001,0.9260388509199471,0.0035037655063682484,0.9260342376133209,0.0035765504528098976,0.937528389069556,0.0027349214051664134,0.9260342376133209,0.0035765504528098976,True,5,3,129.5123326778412
16,40,32,0.4,40,0.0,0.0005,0.9274099883855982,0.000821262231343254,0.9273012700005706,0.0008727556896017525,0.9384298726391967,0.0004124955999230267,0.9273012700005706,0.0008727556896017525,True,5,3,186.95456290245056
16,40,32,0.4,40,0.0001,0.001,0.9252548831134176,0.0016944430508183102,0.9249424926053447,0.0017093689997690683,0.9359489901507917,0.0013411191403986302,0.9249424926053447,0.0017093689997690683,True,5,3,130.71677684783936
16,40,32,0.4,40,0.0001,0.0005,0.9225119171571649,0.0015898344413738247,0.9225003877853762,0.0014860614300604737,0.9347063066059641,0.000477886212210027,0.9225003877853762,0.0014860614300604737,True,5,3,172.48054313659668
16,50,8,0.0,20,0.0,0.001,0.9277042498437563,0.003956059619463502,0.9277554885487865,0.0038959344065444316,0.9380695214810212,0.002978295678751388,0.9277554885487865,0.0038959344065444316,True,5,3,91.2120680809021
16,50,8,0.0,20,0.0,0.0005,0.9247651191796336,0.0017204913044742694,0.9248031576295325,0.0016659499922462467,0.9363177154802873,0.000947550469255858,0.9248031576295325,0.0016659499922462467,True,5,3,85.38275933265686
16,50,8,0.0,20,0.0001,0.001,0.9273124962821419,0.004351869796876518,0.9273051596889742,0.004311071327430214,0.9375746262138805,0.003599658753597565,0.9273051596889742,0.004311071327430214,True,5,3,87.34667801856995
16,50,8,0.0,20,0.0001,0.0005,0.9263324789385673,0.0018250299407881654,0.9263267114931947,0.0018840151253168398,0.9375522159296071,0.0010806763135087869,0.9263267114931947,0.0018840151253168398,True,5,3,86.69893765449524
16,50,8,0.0,40,0.0,0.001,0.9280958594418397,0.0017912303811190087,0.9281486546206984,0.0017749399193313705,0.9385993041626369,0.0015140931066344296,0.9281486546206984,0.0017749399193313705,True,5,3,135.62848234176636
16,50,8,0.0,40,0.0,0.0005,0.9296632192007732,0.0015332308918992736,0.9297479719892072,0.0014987424016450806,0.9405550818175895,0.000794481551607915,0.9297479719892072,0.0014987424016450806,True,5,3,162.44969487190247
16,50,8,0.0,40,0.0001,0.001,0.9293695335967405,0.003471864247982352,0.9293817232694929,0.003490866110355414,0.939793047905115,0.0028550348757777136,0.9293817232694929,0.003490866110355414,True,5,3,173.3421013355255
16,50,8,0.0,40,0.0001,0.0005,0.9286835473696741,0.0023501343662683024,0.9287212663347445,0.0022762029946778533,0.9393026189704773,0.0019142400710180697,0.9287212663347445,0.0022762029946778533,True,5,3,168.4063663482666
16,50,8,0.4,20,0.0,0.001,0.9185931146619427,0.0027295287318237563,0.9181745922585636,0.002941647624202443,0.9302811292370904,0.002921994147973994,0.9181745922585636,0.002941647624202443,True,5,3,91.66883778572083
16,50,8,0.4,20,0.0,0.0005,0.9141844906475244,0.0045679069374138575,0.9133009959804129,0.004634830467576428,0.9257579851365634,0.004747545338833115,0.9133009959804129,0.004634830467576428,True,5,3,93.33254146575928
16,50,8,0.4,20,0.0001,0.001,0.9155562903454197,0.001217210793938582,0.9152053748277371,0.0007004730397069171,0.9283962403630287,0.002138310149374658,0.9152053748277371,0.0007004730397069171,True,5,3,91.31866812705994
16,50,8,0.4,20,0.0001,0.0005,0.9173193829216294,0.002812768190404791,0.9168294741028937,0.002820916518190428,0.9284222821003864,0.002818259112954611,0.9168294741028937,0.002820916518190428,True,5,3,91.41792416572571
16,50,8,0.4,40,0.0,0.001,0.9263321046333856,0.0015699423288465634,0.9261655502308447,0.0014452931745428399,0.936452324171559,0.0012635116054803728,0.9261655502308447,0.0014452931745428399,True,5,3,156.92060375213623
16,50,8,0.4,40,0.0,0.0005,0.9230017386763613,0.004492288585937375,0.9229001042448592,0.004419305021337408,0.9335719009859154,0.004062281087144719,0.9229001042448592,0.004419305021337408,True,5,3,170.91155791282654
16,50,8,0.4,40,0.0001,0.001,0.9230020841888367,0.0044352868862205085,0.9228562741709445,0.004309547349891426,0.9344656762487196,0.004154994966810762,0.9228562741709445,0.004309547349891426,True,5,3,157.0125572681427
16,50,8,0.4,40,0.0001,0.0005,0.9191810617241337,0.00023033964911992695,0.9190288401407227,0.00022951817112797383,0.9303798724361033,0.0009823099127075547,0.9190288401407227,0.00022951817112797383,True,5,3,173.83782982826233
16,50,16,0.0,20,0.0,0.001,0.9264305756888555,0.0025339927422594255,0.9264708879610097,0.002444506797269018,0.937002452911071,0.0010930600590555097,0.9264708879610097,0.002444506797269018,True,5,3,102.27411651611328
16,50,16,0.0,20,0.0,0.0005,0.9283899481437601,0.0032659714813777618,0.9284612438917801,0.0032140363840460874,0.9392619572162246,0.00224960799767902,0.9284612438917801,0.0032140363840460874,True,5,3,104.17086458206177
16,50,16,0.0,20,0.0001,0.001,0.927997820276964,0.0031336943881375206,0.9280587149805418,0.003071581470354113,0.9387198341612009,0.002212229080372257,0.9280587149805418,0.003071581470354113,True,5,3,107.6913332939148
16,50,16,0.0,20,0.0001,0.0005,0.9257448485961454,0.00248779096504991,0.9258371392569833,0.002415522934289196,0.9367949186444761,0.001701947305698532,0.9258371392569833,0.002415522934289196,True,5,3,103.76806640625
16,50,16,0.0,40,0.0,0.001,0.9282917074299406,0.0017232210762485648,0.9283480407259109,0.0016805932359671729,0.9381742103785436,0.0007348193606243021,0.9283480407259109,0.0016805932359671729,True,5,3,158.8441903591156
16,50,16,0.0,40,0.0,0.0005,0.9296632767861858,0.002407772614116702,0.9297441833492974,0.0023512869564060804,0.9402015793235693,0.0016800859401251604,0.9297441833492974,0.0023512869564060804,True,5,3,169.19064331054688
16,50,16,0.0,40,0.0001,0.001,0.9295654967556666,0.0032661333656089876,0.9296132165603876,0.0031373951511207503,0.9396115534774276,0.0024261609094093383,0.9296132165603876,0.0031373951511207503,True,5,3,150.01280999183655
16,50,16,0.0,40,0.0001,0.0005,0.9292714368464524,0.002031359783361343,0.92931567073117,0.002020807111776509,0.9399255222416995,0.0014060883289668692,0.92931567073117,0.002020807111776509,True,5,3,167.31523489952087
16,50,16,0.4,20,0.0,0.001,0.9241770569466174,0.0012731179194648157,0.9240594855124543,0.0013372775827076302,0.9353748771231376,0.0010038637486801932,0.9240594855124543,0.0013372775827076302,True,5,3,95.706711769104
16,50,16,0.4,20,0.0,0.0005,0.9220216349546679,0.002278756173532023,0.9217918759950692,0.002168767763481806,0.9331011163600937,0.001984710774680582,0.9217918759950692,0.002168767763481806,True,5,3,102.7763180732727
16,50,16,0.4,20,0.0001,0.001,0.9259403798644774,0.0015012909300379665,0.925744852851182,0.0015002952021443332,0.936981602475882,0.0009804991606319532,0.925744852851182,0.0015002952021443332,True,5,3,99.45658898353577
16,50,16,0.4,20,0.0001,0.0005,0.9218259885155109,0.0015748274374633425,0.9215256475627681,0.0016422392123509508,0.9329501745995713,0.001500334275983543,0.9215256475627681,0.0016422392123509508,True,5,3,96.21889066696167
16,50,16,0.4,40,0.0,0.001,0.9269201668664017,0.0024001951013619886,0.9268271798344451,0.0026555072006899483,0.937931269656424,0.0020560530523034133,0.9268271798344451,0.0026555072006899483,True,5,3,124.72546887397766
16,50,16,0.4,40,0.0,0.0005,0.924764860045277,0.001337565573309581,0.9246288994200244,0.0013882541055983528,0.9355237589480394,0.00193646264931799,0.9246288994200244,0.0013882541055983528,True,5,3,175.30792498588562
